person,skill,level
Parker Nguyen 607,Kafka Advanced,Advanced
Parker Nguyen 607,Spark Streaming - Best Practices,Expert
Parker Nguyen 607,Airflow,Beginner
Parker Nguyen 607,Linux,Advanced
Yuki Allen 608,Docker (Practical),Advanced
Yuki Allen 608,Redshift - Best Practices,Advanced
Yuki Allen 608,Airflow,Advanced
Yuki Allen 608,DBT for Healthcare,Beginner
Yuki Allen 608,Reinforcement Learning (Intro),Expert
Yuki Allen 608,Statistics for Healthcare,Advanced
Yuki Smith 609,Computer Vision - Best Practices,Beginner
Yuki Smith 609,Statistics Fundamentals,Expert
Yuki Smith 609,C++ (Practical),Expert
Yuki Smith 609,Apache Spark (Practical),Advanced
Yuki Smith 609,Tableau for Finance,Intermediate
Yuki Smith 609,Go - Best Practices,Advanced
Isabella Smith 610,Node.js Fundamentals,Advanced
Isabella Smith 610,Pandas,Expert
Isabella Smith 610,PowerBI - Best Practices,Expert
Isabella Smith 610,REST APIs (Practical),Advanced
Taylor Nguyen 611,CI/CD - Best Practices,Expert
Taylor Nguyen 611,AWS for Healthcare,Advanced
Taylor Nguyen 611,GCP - Best Practices,Expert
Taylor Nguyen 611,NumPy,Expert
Taylor Nguyen 611,Machine Learning Advanced,Advanced
Taylor Nguyen 611,REST APIs Advanced,Beginner
Taylor Nguyen 611,Hadoop Fundamentals,Advanced
Logan Clark 612,C++ - Best Practices,Beginner
Logan Clark 612,GANs (Intro),Intermediate
Logan Clark 612,Linux for Healthcare,Advanced
Logan Clark 612,Time Series Advanced,Intermediate
Logan Clark 612,React for Finance,Beginner
Morgan Wang 613,CI/CD (Practical),Beginner
Morgan Wang 613,CI/CD Fundamentals,Advanced
Morgan Wang 613,Data Visualization (Practical),Expert
Morgan Wang 613,Spark Streaming,Expert
Morgan Wang 613,DBT Advanced,Expert
Morgan Wang 613,Scala (Practical),Beginner
Avery Green 614,Statistics - Best Practices,Expert
Avery Green 614,Probability Advanced,Expert
Avery Green 614,GCP,Beginner
Avery Green 614,TensorFlow (Intro),Intermediate
Avery Green 614,Node.js,Intermediate
Avery Green 614,Pandas (Practical),Beginner
Avery Green 614,Spark Streaming Fundamentals,Advanced
Emma Patel 615,Microservices for Healthcare,Beginner
Emma Patel 615,DBT (Practical),Beginner
Emma Patel 615,React for Finance,Expert
Emma Patel 615,Go for Finance,Expert
Emma Patel 615,Probability for Finance,Advanced
Emma Patel 615,MLOps Advanced,Beginner
Logan Allen 616,Linux,Intermediate
Logan Allen 616,Scala,Intermediate
Logan Allen 616,GCP (Practical),Beginner
Logan Allen 616,BigQuery for Finance,Expert
Alex Young 617,Go (Intro),Beginner
Alex Young 617,Statistics (Intro),Intermediate
Alex Young 617,React (Practical),Beginner
Sofia Allen 618,NLP for Healthcare,Advanced
Sofia Allen 618,TensorFlow for Healthcare,Expert
Sofia Allen 618,Docker for Finance,Intermediate
Sofia Allen 618,REST APIs,Advanced
Sofia Allen 618,REST APIs for Healthcare,Beginner
Cameron Scott 619,Probability for Finance,Intermediate
Cameron Scott 619,Deep Learning for Finance,Advanced
Cameron Scott 619,PyTorch for Finance,Expert
Cameron Scott 619,Probability,Advanced
Cameron Scott 619,Hadoop Fundamentals,Beginner
Nina Kumar 620,Apache Spark Advanced,Beginner
Nina Kumar 620,React Fundamentals,Expert
Nina Kumar 620,Computer Vision Advanced,Advanced
Nina Kumar 620,NLP Advanced,Expert
Nina Kumar 620,Scikit-Learn (Practical),Expert
Nina Kumar 620,Data Visualization Fundamentals,Expert
Wei Brown 621,Node.js for Finance,Beginner
Wei Brown 621,Probability for Finance,Intermediate
Wei Brown 621,SQL (Practical),Intermediate
Dylan Lee 622,Pandas Advanced,Beginner
Dylan Lee 622,MLOps for Healthcare,Beginner
Dylan Lee 622,Snowflake - Best Practices,Expert
Dylan Lee 622,Deep Learning (Practical),Expert
Casey Thomas 623,Scala for Healthcare,Intermediate
Casey Thomas 623,Probability (Practical),Beginner
Casey Thomas 623,Cloud Computing for Finance,Expert
Li Kumar 624,C++ Fundamentals,Intermediate
Li Kumar 624,Kafka Fundamentals,Expert
Li Kumar 624,Machine Learning Advanced,Expert
Li Kumar 624,Machine Learning for Healthcare,Beginner
Li Kumar 624,Python for Finance,Advanced
Quinn Green 625,GANs - Best Practices,Intermediate
Quinn Green 625,PyTorch Advanced,Intermediate
Quinn Green 625,Snowflake - Best Practices,Beginner
Alex Hall 626,Hadoop Fundamentals,Expert
Alex Hall 626,GANs Advanced,Intermediate
Alex Hall 626,Airflow (Intro),Beginner
Alex Hall 626,Tableau,Intermediate
Alex Hall 626,REST APIs - Best Practices,Beginner
Alex Hall 626,GANs for Healthcare,Advanced
Alex Hall 626,Statistics Advanced,Intermediate
Li Martin 627,GANs for Healthcare,Beginner
Li Martin 627,Cloud Computing (Practical),Advanced
Li Martin 627,CI/CD for Finance,Intermediate
Mateo Allen 628,C++ for Healthcare,Expert
Mateo Allen 628,Hadoop,Advanced
Mateo Allen 628,ETL,Expert
Mateo Allen 628,Probability (Practical),Expert
Mateo Allen 628,CI/CD Fundamentals,Intermediate
Mateo Allen 628,BigQuery,Intermediate
Sofia Martinez 629,Apache Spark (Practical),Beginner
Sofia Martinez 629,Airflow,Intermediate
Sofia Martinez 629,REST APIs - Best Practices,Advanced
Sofia Martinez 629,PyTorch (Practical),Beginner
Sofia Martinez 629,GCP for Finance,Beginner
Casey Kumar 630,NumPy Advanced,Intermediate
Casey Kumar 630,Apache Spark Advanced,Intermediate
Casey Kumar 630,ETL - Best Practices,Intermediate
Isabella Singh 631,NumPy for Finance,Advanced
Isabella Singh 631,GANs for Finance,Beginner
Isabella Singh 631,React Fundamentals,Expert
Isabella Singh 631,GANs Advanced,Expert
Isabella Singh 631,BigQuery Advanced,Beginner
Mateo Jackson 632,PyTorch - Best Practices,Intermediate
Mateo Jackson 632,ETL Advanced,Beginner
Mateo Jackson 632,Reinforcement Learning Advanced,Expert
Mateo Jackson 632,REST APIs for Finance,Expert
Mateo Jackson 632,Scikit-Learn Fundamentals,Advanced
Riley Brown 633,Hadoop - Best Practices,Advanced
Riley Brown 633,Airflow Fundamentals,Advanced
Riley Brown 633,Python Advanced,Beginner
Riley Brown 633,Machine Learning,Advanced
Riley Brown 633,Docker (Practical),Intermediate
Riley Brown 633,Cloud Computing (Practical),Intermediate
Riley Brown 633,PowerBI (Intro),Beginner
Mia Wang 634,Airflow Advanced,Advanced
Mia Wang 634,NLP (Practical),Advanced
Mia Wang 634,ETL (Practical),Expert
Fatima Hall 635,JavaScript (Practical),Intermediate
Fatima Hall 635,Snowflake,Beginner
Fatima Hall 635,PowerBI (Practical),Beginner
Priya Wang 636,JavaScript for Finance,Beginner
Priya Wang 636,PyTorch Advanced,Intermediate
Priya Wang 636,Reinforcement Learning (Practical),Advanced
Priya Wang 636,Microservices (Intro),Intermediate
Priya Wang 636,SQL Fundamentals,Advanced
Priya Wang 636,DBT - Best Practices,Expert
Priya Wang 636,Scikit-Learn - Best Practices,Intermediate
Taylor Hall 637,Spark Streaming (Practical),Advanced
Taylor Hall 637,Kafka (Practical),Expert
Taylor Hall 637,GCP (Intro),Beginner
Taylor Hall 637,React Fundamentals,Intermediate
Dylan Hall 638,MLOps Advanced,Advanced
Dylan Hall 638,Hadoop for Finance,Expert
Dylan Hall 638,Pandas,Beginner
Dylan Hall 638,Deep Learning (Practical),Expert
Dylan Hall 638,Probability Fundamentals,Intermediate
Dylan Hall 638,SQL (Practical),Expert
Noah Lopez 639,Airflow,Beginner
Noah Lopez 639,Node.js for Finance,Beginner
Noah Lopez 639,Python,Expert
Noah Lopez 639,AWS (Intro),Intermediate
Noah Lopez 639,ETL (Intro),Beginner
Noah Lopez 639,Airflow Advanced,Intermediate
Noah Lopez 639,Kafka for Healthcare,Expert
Yuki Brown 640,MLOps for Healthcare,Beginner
Yuki Brown 640,GCP (Practical),Expert
Yuki Brown 640,Kafka for Healthcare,Expert
Li Moore 641,Hadoop - Best Practices,Intermediate
Li Moore 641,React Fundamentals,Expert
Li Moore 641,Apache Spark for Finance,Beginner
Evan Allen 642,Microservices Advanced,Beginner
Evan Allen 642,MLOps (Intro),Intermediate
Evan Allen 642,Apache Spark - Best Practices,Expert
Evan Allen 642,ETL,Intermediate
Evan Allen 643,Apache Spark,Beginner
Evan Allen 643,Tableau Fundamentals,Intermediate
Evan Allen 643,PyTorch Fundamentals,Intermediate
Fatima Hall 644,Probability (Practical),Advanced
Fatima Hall 644,Statistics,Intermediate
Fatima Hall 644,GANs for Healthcare,Beginner
Amir Jackson 645,Microservices Fundamentals,Beginner
Amir Jackson 645,PowerBI Advanced,Intermediate
Amir Jackson 645,BigQuery Advanced,Intermediate
Amir Jackson 645,DBT Advanced,Beginner
Amir Jackson 645,Microservices,Expert
Amir Jackson 645,Kafka (Intro),Intermediate
Amir Jackson 645,CI/CD (Intro),Beginner
Mateo Singh 646,Java - Best Practices,Expert
Mateo Singh 646,SQL for Healthcare,Intermediate
Mateo Singh 646,REST APIs Fundamentals,Expert
Mateo Singh 646,Apache Spark Advanced,Expert
Roshni King 647,Computer Vision for Finance,Advanced
Roshni King 647,Docker (Practical),Intermediate
Roshni King 647,Scala for Healthcare,Intermediate
Isabella Smith 648,Cloud Computing,Beginner
Isabella Smith 648,Statistics (Practical),Beginner
Isabella Smith 648,Pandas for Healthcare,Expert
Isabella Smith 648,JavaScript Advanced,Expert
Isabella Smith 648,PyTorch for Finance,Expert
Isabella Smith 648,Deep Learning for Finance,Advanced
Isabella Smith 648,Scikit-Learn for Healthcare,Intermediate
Sam King 649,MLOps Fundamentals,Advanced
Sam King 649,SQL Fundamentals,Intermediate
Sam King 649,NumPy Fundamentals,Advanced
Sam King 649,Linux (Intro),Intermediate
Sam King 649,SQL for Healthcare,Beginner
Sam King 649,BigQuery (Practical),Intermediate
Roshni Anderson 650,React - Best Practices,Advanced
Roshni Anderson 650,Pandas - Best Practices,Advanced
Roshni Anderson 650,DBT Advanced,Advanced
Roshni Anderson 650,Go for Finance,Beginner
Roshni Anderson 650,Probability (Intro),Advanced
Roshni Anderson 650,Redshift (Intro),Advanced
Roshni Anderson 650,Python for Finance,Advanced
Harper Kumar 651,Statistics (Practical),Advanced
Harper Kumar 651,Scala Advanced,Beginner
Harper Kumar 651,PyTorch Fundamentals,Intermediate
Harper Kumar 651,PowerBI - Best Practices,Advanced
Evan Brown 652,Cloud Computing (Intro),Intermediate
Evan Brown 652,React for Finance,Beginner
Evan Brown 652,GANs Fundamentals,Expert
Evan Brown 652,Linux Fundamentals,Beginner
Evan Brown 652,Kafka,Beginner
Evan Brown 652,Data Visualization for Healthcare,Expert
Evan Brown 652,DBT - Best Practices,Advanced
Priya Smith 653,Node.js (Intro),Expert
Priya Smith 653,GCP for Healthcare,Advanced
Priya Smith 653,Spark Streaming Fundamentals,Expert
Priya Smith 653,Kafka - Best Practices,Beginner
Priya Smith 653,REST APIs for Healthcare,Expert
Priya Smith 653,Spark Streaming for Finance,Intermediate
Priya Smith 653,Docker (Practical),Advanced
Nina Taylor 654,Scala (Practical),Beginner
Nina Taylor 654,Scikit-Learn - Best Practices,Expert
Nina Taylor 654,Linux Fundamentals,Expert
Nina Taylor 654,REST APIs,Intermediate
Nina Taylor 654,REST APIs - Best Practices,Advanced
Sam Lopez 655,Java Advanced,Beginner
Sam Lopez 655,CI/CD for Healthcare,Beginner
Sam Lopez 655,Kubernetes Fundamentals,Beginner
Sam Lopez 655,Airflow for Healthcare,Beginner
Emma Brown 656,GCP - Best Practices,Advanced
Emma Brown 656,PyTorch Advanced,Advanced
Emma Brown 656,AWS (Practical),Expert
Emma Brown 656,Azure Advanced,Intermediate
Emma Brown 656,Hadoop for Finance,Beginner
Emma Brown 656,TensorFlow - Best Practices,Expert
Fatima Martin 657,Node.js Advanced,Expert
Fatima Martin 657,MLOps - Best Practices,Advanced
Fatima Martin 657,Microservices for Healthcare,Beginner
Fatima Martin 657,Snowflake,Beginner
Fatima Martin 657,Scikit-Learn for Finance,Expert
Fatima Martin 657,Pandas Fundamentals,Beginner
Fatima Martin 657,Redshift - Best Practices,Advanced
Sofia Taylor 658,Airflow (Intro),Advanced
Sofia Taylor 658,NLP for Finance,Intermediate
Sofia Taylor 658,React Advanced,Intermediate
Sofia Taylor 658,React Fundamentals,Beginner
Sofia Taylor 658,Data Visualization,Expert
Logan Nguyen 659,Airflow Fundamentals,Advanced
Logan Nguyen 659,Airflow for Finance,Advanced
Logan Nguyen 659,Docker (Practical),Intermediate
Logan Nguyen 659,PyTorch Advanced,Advanced
Logan Nguyen 659,TensorFlow - Best Practices,Intermediate
Logan Nguyen 659,Cloud Computing (Intro),Advanced
Mateo Wright 660,Machine Learning - Best Practices,Advanced
Mateo Wright 660,Statistics - Best Practices,Expert
Mateo Wright 660,React Advanced,Intermediate
Mateo Wright 660,NumPy (Practical),Beginner
Mateo Wright 660,Azure (Practical),Expert
Mateo Wright 660,Docker for Finance,Advanced
Riley Clark 661,Airflow (Intro),Intermediate
Riley Clark 661,Tableau Fundamentals,Intermediate
Riley Clark 661,Cloud Computing (Intro),Advanced
Riley Clark 661,Kubernetes,Intermediate
Olivia Jackson 662,NLP - Best Practices,Intermediate
Olivia Jackson 662,REST APIs for Healthcare,Intermediate
Olivia Jackson 662,Spark Streaming Advanced,Intermediate
Olivia Jackson 662,Reinforcement Learning,Beginner
Olivia Jackson 662,PyTorch Advanced,Expert
Zoe Scott 663,Machine Learning (Intro),Expert
Zoe Scott 663,Reinforcement Learning Fundamentals,Intermediate
Zoe Scott 663,Kubernetes for Healthcare,Advanced
Zoe Scott 663,Go for Healthcare,Advanced
Zoe Scott 663,Azure - Best Practices,Beginner
Zoe Scott 663,CI/CD - Best Practices,Expert
Zoe Scott 663,Python - Best Practices,Expert
Noah Lopez 664,AWS,Beginner
Noah Lopez 664,Cloud Computing for Finance,Advanced
Noah Lopez 664,Docker,Intermediate
Noah Lopez 664,Java (Intro),Expert
Noah Lopez 664,Docker Advanced,Beginner
Noah Lopez 664,PyTorch (Intro),Advanced
Noah Lopez 664,Airflow,Intermediate
Lucas Martin 665,Hadoop,Advanced
Lucas Martin 665,SQL Fundamentals,Expert
Lucas Martin 665,Data Visualization,Advanced
Lucas Martin 665,Spark Streaming Advanced,Advanced
Lucas Martin 665,Redshift (Practical),Advanced
Lucas Martin 665,AWS Fundamentals,Intermediate
Sam Walker 666,BigQuery for Finance,Expert
Sam Walker 666,Azure Advanced,Expert
Sam Walker 666,PowerBI - Best Practices,Advanced
Sam Walker 666,Hadoop Fundamentals,Advanced
Sam Walker 666,TensorFlow,Advanced
Sam Walker 666,Time Series,Advanced
Sam Walker 666,Statistics Fundamentals,Beginner
Logan Hall 667,Computer Vision Fundamentals,Intermediate
Logan Hall 667,GCP Fundamentals,Advanced
Logan Hall 667,C++,Intermediate
Logan Hall 667,Scala (Intro),Intermediate
Logan Hall 667,Reinforcement Learning for Healthcare,Intermediate
Logan Hall 667,NLP Fundamentals,Expert
Yuki Clark 668,React (Intro),Expert
Yuki Clark 668,Machine Learning Advanced,Intermediate
Yuki Clark 668,Tableau,Beginner
Yuki Clark 668,SQL for Finance,Intermediate
Yuki Clark 668,Probability (Practical),Intermediate
Yuki Clark 668,Redshift - Best Practices,Beginner
Yuki Clark 668,Deep Learning Advanced,Intermediate
Wei Wang 669,REST APIs for Finance,Expert
Wei Wang 669,Statistics (Intro),Advanced
Wei Wang 669,ETL - Best Practices,Expert
Hana Lopez 670,PyTorch for Healthcare,Beginner
Hana Lopez 670,Hadoop (Practical),Expert
Hana Lopez 670,PowerBI Advanced,Beginner
Hana Lopez 670,Azure for Finance,Beginner
Rowan Scott 671,Azure for Finance,Expert
Rowan Scott 671,Snowflake for Finance,Advanced
Rowan Scott 671,Probability Fundamentals,Beginner
Rowan Scott 671,Apache Spark (Practical),Expert
Rowan Scott 671,GCP for Healthcare,Advanced
Rowan Scott 671,NumPy Fundamentals,Beginner
Rowan Scott 671,Reinforcement Learning for Healthcare,Advanced
Mason Kumar 672,Microservices (Intro),Advanced
Mason Kumar 672,NumPy (Intro),Expert
Mason Kumar 672,JavaScript (Practical),Expert
Quinn Johnson 673,ETL - Best Practices,Advanced
Quinn Johnson 673,Scikit-Learn Advanced,Expert
Quinn Johnson 673,REST APIs,Advanced
Quinn Johnson 673,Statistics - Best Practices,Beginner
Liam Taylor 674,Scala Advanced,Expert
Liam Taylor 674,CI/CD - Best Practices,Intermediate
Liam Taylor 674,Redshift for Healthcare,Intermediate
Liam Taylor 674,DBT - Best Practices,Expert
Liam Taylor 674,Java,Expert
Liam Taylor 674,ETL - Best Practices,Beginner
Avery Singh 675,Scala Advanced,Beginner
Avery Singh 675,GCP for Finance,Expert
Avery Singh 675,Linux for Finance,Intermediate
Avery Singh 675,Reinforcement Learning for Healthcare,Beginner
Liam Garcia 676,Deep Learning - Best Practices,Beginner
Liam Garcia 676,Time Series Fundamentals,Intermediate
Liam Garcia 676,Tableau Fundamentals,Beginner
Morgan Lopez 677,Redshift - Best Practices,Beginner
Morgan Lopez 677,TensorFlow Advanced,Advanced
Morgan Lopez 677,Kafka (Practical),Beginner
Morgan Lopez 677,GANs,Advanced
Morgan Lopez 677,Reinforcement Learning for Finance,Expert
Sofia Hall 678,REST APIs (Intro),Intermediate
Sofia Hall 678,NLP - Best Practices,Intermediate
Sofia Hall 678,REST APIs Advanced,Beginner
Sofia Hall 678,Airflow Advanced,Advanced
Sofia Hall 678,AWS Advanced,Expert
Sofia Hall 678,Cloud Computing Fundamentals,Expert
Sofia Hall 678,React (Practical),Expert
Casey Clark 679,DBT - Best Practices,Expert
Casey Clark 679,Azure for Healthcare,Advanced
Casey Clark 679,Time Series for Finance,Advanced
Casey Clark 679,Time Series,Intermediate
Casey Clark 679,Docker - Best Practices,Advanced
Casey Clark 679,PowerBI - Best Practices,Advanced
Casey Clark 679,Python Fundamentals,Expert
Olivia Singh 680,Hadoop for Healthcare,Beginner
Olivia Singh 680,NLP Advanced,Beginner
Olivia Singh 680,Airflow (Practical),Intermediate
Olivia Singh 680,Scikit-Learn,Beginner
Casey King 681,MLOps Fundamentals,Intermediate
Casey King 681,Deep Learning Advanced,Intermediate
Casey King 681,Docker for Finance,Advanced
Casey King 681,NLP - Best Practices,Intermediate
Casey King 681,Java (Practical),Advanced
Harper Taylor 682,Cloud Computing - Best Practices,Intermediate
Harper Taylor 682,SQL Advanced,Beginner
Harper Taylor 682,JavaScript (Practical),Advanced
Harper Taylor 682,Statistics - Best Practices,Beginner
Logan Singh 683,Apache Spark (Practical),Advanced
Logan Singh 683,MLOps - Best Practices,Intermediate
Logan Singh 683,C++ - Best Practices,Beginner
Jordan Jackson 684,TensorFlow for Finance,Advanced
Jordan Jackson 684,ETL Fundamentals,Beginner
Jordan Jackson 684,C++ Fundamentals,Advanced
Jordan Jackson 684,Cloud Computing for Healthcare,Expert
